Hakusana,Sanaluokka,Pituus
rukous,substantiivi,6
rukousasento,substantiivi,12
rukoushetki,substantiivi,11
rukoushuone,substantiivi,11
rukouskammio,substantiivi,12
rukouskirja,substantiivi,11
rukousmatto,substantiivi,11
rukousmylly,substantiivi,11
rukousnauha,substantiivi,11
rukouspäivä,substantiivi,11
rukoussunnuntai,substantiivi,15
rukoustilaisuus,substantiivi,15
ruksata,verbi,7
ruksi,substantiivi,5
ruksia,verbi,6
ruladi,substantiivi,6
rulettaa,verbi,8
ruletti,substantiivi,7
rulettipöytä,substantiivi,12
ruljanssi,substantiivi,9
rulla,substantiivi,5
rullafilmi,substantiivi,10
rullahiihto,substantiivi,11
rullahiiri,substantiivi,10
rullailla,verbi,9
rullailu,substantiivi,8
rullajuliste,substantiivi,12
rullakaihdin,substantiivi,12
rullakiekko,substantiivi,11
rullakko,substantiivi,8
rullalaakeri,substantiivi,12
rullalanka,substantiivi,10
rullalauta,substantiivi,10
rullalautailija,substantiivi,15
rullalautailla,verbi,14
rullalautailu,substantiivi,13
rullalautailupuisto,substantiivi,19
rullalautapuisto,substantiivi,16
rullalautaramppi,substantiivi,16
rullalava,substantiivi,9
rullaluistella,verbi,14
rullaluistelu,substantiivi,13
rullaluistin,substantiivi,12
rullalätkä,substantiivi,10
rullamitta,substantiivi,10
rullaovi,substantiivi,8
rullaovikaappi,substantiivi,14
rullapaali,substantiivi,10
rullaportaat,substantiivi,12
rullarata,substantiivi,9
rullasuksi,substantiivi,10
rullasyltty,substantiivi,11
rullata,verbi,7
rullatuoli,substantiivi,10
rullaus,substantiivi,7
rullautua,verbi,9
rullaverho,substantiivi,10
rullavyö,substantiivi,8
rulokaappi,substantiivi,10
rulookaappi,substantiivi,11
ruloo-ovi,substantiivi,9
rulo-ovi,substantiivi,8
ruma,"adjektiivi, substantiivi",4
rumannäköinen,adjektiivi,13
rumanvärinen,adjektiivi,12
rumapiirteinen,adjektiivi,14
rumasointinen,adjektiivi,13
rumasointuinen,adjektiivi,14
rumasti,adverbi,7
rumaääninen,adjektiivi,11
rumba,substantiivi,5
rumeliini,substantiivi,9
rumennus,substantiivi,8
rumentaa,verbi,8
rumentua,verbi,8
rumeta,verbi,6
rumilus,substantiivi,7
rumistaa,verbi,8
rumistua,verbi,8
rummunlyöjä,substantiivi,11
rummunlyönti,substantiivi,12
rummunpärinä,substantiivi,12
rummusto,substantiivi,8
rummuttaa,verbi,9
rummutus,substantiivi,8
rumpali,substantiivi,7
rumpalipoika,substantiivi,12
rumpu,substantiivi,5
rumpujarru,substantiivi,10
rumpukalvo,substantiivi,10
rumpukapula,substantiivi,11
rumpukone,substantiivi,9
rumpukuivaus,substantiivi,12
rumpukuivuri,substantiivi,12
rumpulipas,substantiivi,10
rumpupalikka,substantiivi,12
rumpupesukone,substantiivi,13
rumpusatsi,substantiivi,10
rumpusetti,substantiivi,10
rumpusoolo,substantiivi,10
rumputuli,substantiivi,9
rumuus,substantiivi,6
rundi,substantiivi,5
runebergiläinen,adjektiivi,15
runebergintorttu,substantiivi,16
runkata,verbi,7
runkkari,substantiivi,8
runkkaus,substantiivi,8
runko,substantiivi,5
runkohinta,substantiivi,10
‑runkoinen,adjektiivi,10
runkokauppa,substantiivi,11
runkokuitu,substantiivi,10
runkokunta,substantiivi,10
runkolukko,substantiivi,10
runkoluku,substantiivi,9
runko-ohjattu,adjektiivi,13
runko-ohjauksinen,adjektiivi,17
runko-ohjaus,substantiivi,12
runko-oja,substantiivi,9
runko-osa,substantiivi,9
runkopalkki,substantiivi,11
runkopatja,substantiivi,10
runkopuu,substantiivi,8
runkorakenne,substantiivi,12
runkosarja,substantiivi,10
runkosopimus,substantiivi,12
runkosuunnitelma,substantiivi,16
runkotie,substantiivi,8
runkoverkko,substantiivi,11
runkoääni,substantiivi,9
runnata,verbi,7
runnella,verbi,8
runnoa,verbi,6
runo,substantiivi,4
runoantologia,substantiivi,13
runoasu,substantiivi,7
runodraama,substantiivi,10
runoeepos,substantiivi,9
runoelma,substantiivi,8
runoilija,substantiivi,9
runoilijanimi,substantiivi,13
runoilla,verbi,8
runoilu,substantiivi,7
runojalka,substantiivi,9
runokieli,substantiivi,9
runokirja,substantiivi,9
runokokoelma,substantiivi,12
runokuva,substantiivi,8
runokäännös,substantiivi,11
runolaulu,substantiivi,9
runollinen,adjektiivi,10
runollisesti,adverbi,12
runollisuus,substantiivi,11
runomitallinen,adjektiivi,14
runomitta,substantiivi,9
runomittainen,adjektiivi,13
runomittaoppi,substantiivi,13
runomuoto,substantiivi,9
runomuotoinen,adjektiivi,13
runonkatkelma,substantiivi,13
runonlaulaja,substantiivi,12
runonlaulu,substantiivi,10
runonlausuja,substantiivi,12
runonlausunta,substantiivi,13
runonpätkä,substantiivi,10
runonäytelmä,substantiivi,12
runopolvi,substantiivi,9
runoratsu,substantiivi,9
runorytmi,substantiivi,9
runosarja,substantiivi,9
runosatu,substantiivi,8
runoseppo,substantiivi,9
runoseppä,substantiivi,9
runosikermä,substantiivi,11
runosto,substantiivi,7
runosuomennos,substantiivi,13
runosuoni,substantiivi,9
runosäe,substantiivi,7
runosäkeistö,substantiivi,12
runosävelmä,substantiivi,11
runotaide,substantiivi,9
runotar,substantiivi,7
runoteos,substantiivi,8
runotoisinto,substantiivi,12
runoton,adjektiivi,7
runottomuus,substantiivi,11
runotuotanto,substantiivi,12
runous,substantiivi,6
runousopillinen,adjektiivi,15
runousoppi,substantiivi,10
runovalikoima,substantiivi,13
runsaasti,adverbi,9
runsaiten,adverbi,9
runsas,adjektiivi,6
runsasaktiivinen,adjektiivi,16
runsasenergiainen,adjektiivi,17
runsashappinen,adjektiivi,14
runsashiilinen,adjektiivi,14
runsasjärvinen,adjektiivi,14
runsaskoristeinen,adjektiivi,17
runsaskuituinen,adjektiivi,15
runsaskätinen,adjektiivi,13
runsaskätisesti,adverbi,15
runsaslajinen,adjektiivi,13
runsaslukuinen,adjektiivi,14
runsaslukuisesti,adverbi,16
runsasluminen,adjektiivi,13
runsasmuotoinen,adjektiivi,15
runsasravinteinen,adjektiivi,17
runsasravintoinen,adjektiivi,17
runsassanainen,adjektiivi,14
runsassateinen,adjektiivi,14
runsassatoinen,adjektiivi,14
runsassisältöinen,adjektiivi,17
runsastaa,verbi,9
runsastua,verbi,9
runsastuloinen,adjektiivi,14
runsastuottoinen,adjektiivi,16
runsastöinen,adjektiivi,12
runsasvetinen,adjektiivi,13
runsaudenpula,substantiivi,13
runsaudensarvi,substantiivi,14
runsaus,substantiivi,7
runtata,verbi,7
runtelu,substantiivi,7
ruoanhaju,substantiivi,9
ruoanhaku,substantiivi,9
ruoanjäte,substantiivi,9
ruoankäry,substantiivi,9
ruoanlaittaja,substantiivi,13
ruoanlaitto,substantiivi,11
ruoanlaittotaito,substantiivi,16
ruoanlaittotaitoinen,adjektiivi,20
ruoansulatus,substantiivi,12
ruoansulatuselimistö,substantiivi,20
ruoansulatusentsyymi,substantiivi,20
ruoansulatushäiriö,substantiivi,18
ruoansulatuskanava,substantiivi,18
ruoansulatusneste,substantiivi,17
ruoansulatusrauhanen,substantiivi,20
ruoantuoksu,substantiivi,11
ruoantähde,substantiivi,10
ruoanvalmistus,substantiivi,14
ruoanvalmistuskerma,substantiivi,19
ruoanvalmistusohje,substantiivi,18
ruoanvalmistustaito,substantiivi,19
ruode,substantiivi,5
ruodelaudoitus,substantiivi,14
ruodelauta,substantiivi,10
ruodinta,substantiivi,8
ruodis,substantiivi,6
ruohikko,substantiivi,8
ruoho,substantiivi,5
ruohoinen,adjektiivi,9
ruohokasvi,substantiivi,10
ruohokasvillisuus,substantiivi,17
ruohokenttä,substantiivi,11
ruohokorpi,substantiivi,10
ruoholaukka,substantiivi,11
ruohomatto,substantiivi,10
ruohomätäs,substantiivi,10
ruohonjuuriliike,substantiivi,16
ruohonjuuritaso,substantiivi,15
ruohonkorsi,substantiivi,11
ruohonleikkuri,substantiivi,14
ruohonleikkuu,substantiivi,13
ruohonleikkuukone,substantiivi,17
ruohonvihreä,adjektiivi,12
ruohosipuli,substantiivi,11
ruohottua,verbi,9
ruohotukko,substantiivi,10
ruohovarsi,substantiivi,10
ruohovartinen,adjektiivi,13
ruoikko,substantiivi,7
ruoisto,substantiivi,7
ruoja,substantiivi,5
ruoka,substantiivi,5
ruoka-aika,substantiivi,10
ruoka-aine,substantiivi,10
ruoka-aineallergia,substantiivi,18
ruoka-aines,substantiivi,11
ruoka-aineympyrä,substantiivi,16
ruoka-allergia,substantiivi,14
ruoka-annos,substantiivi,11
ruoka-apu,substantiivi,9
ruoka-astia,substantiivi,11
ruokabanaani,substantiivi,12
ruokaetikka,substantiivi,11
ruokahalu,substantiivi,9
ruokahaluton,adjektiivi,12
ruokahaluttomuus,substantiivi,16
ruokahuolto,substantiivi,11
ruokahävikki,substantiivi,12
ruokailija,substantiivi,10
ruokailla,verbi,9
ruokailu,substantiivi,8
ruokailuaika,substantiivi,12
ruokailuhuone,substantiivi,13
ruokailunurkkaus,substantiivi,16
ruokailuryhmä,substantiivi,13
ruokailurytmi,substantiivi,13
ruokailusyvennys,substantiivi,16
ruokailutauko,substantiivi,13
ruokailutila,substantiivi,12
ruokailutottumus,substantiivi,16
ruokailuväline,substantiivi,14
‑ruokainen,adjektiivi,10
ruokaisa,adjektiivi,8
ruokaisuus,substantiivi,10
‑ruokaisuus,substantiivi,11
ruokajono,substantiivi,9
ruokajuoma,substantiivi,10
ruokakaappi,substantiivi,11
ruokakasvi,substantiivi,10
ruokakauppa,substantiivi,11
ruokakellari,substantiivi,12
ruokakello,substantiivi,10
ruokakerma,substantiivi,10
ruokaketju,substantiivi,10
ruokakomero,substantiivi,11
ruokakori,substantiivi,9
ruokakriisi,substantiivi,11
ruokakulttuuri,substantiivi,14
ruokakulut,substantiivi,10
ruokakunta,substantiivi,10
ruokakuppi,substantiivi,10
ruokala,substantiivi,7
ruokalaji,substantiivi,9
ruokalappu,substantiivi,10
ruokalasku,substantiivi,10
ruokalautanen,substantiivi,13
ruokaleipä,substantiivi,10
ruokalepo,substantiivi,9
ruokaliina,substantiivi,10
ruokalippu,substantiivi,10
ruokalista,substantiivi,10
ruokalusikallinen,substantiivi,17
ruokalusikka,substantiivi,12
ruokalähetti,substantiivi,12
ruokamakkara,substantiivi,12
ruokamenot,substantiivi,10
ruokamulta,substantiivi,10
ruokamyrkytys,substantiivi,13
ruokaohje,substantiivi,9
ruokaomena,substantiivi,10
ruokaostos,substantiivi,10
ruokapaikka,substantiivi,11
ruokapakko,substantiivi,10
ruokapalkka,substantiivi,11
ruokapankki,substantiivi,11
ruokapaprika,substantiivi,12
ruokaparsa,substantiivi,10
ruokaperinne,substantiivi,12
ruokaperuna,substantiivi,11
ruokapidot,substantiivi,10
ruokapiiri,substantiivi,10
ruokapäiväkirja,substantiivi,15
ruokapöytä,substantiivi,10
ruokaraha,substantiivi,9
ruokarajoite,substantiivi,12
ruokarauha,substantiivi,10
ruokaresepti,substantiivi,12
ruokarinki,substantiivi,10
ruokarukous,substantiivi,11
ruokarytmi,substantiivi,10
ruokaryyppy,substantiivi,11
ruokasalaatti,substantiivi,13
ruokasali,substantiivi,9
ruokasalinkalusto,substantiivi,17
ruokasieni,substantiivi,10
ruokasipuli,substantiivi,11
ruokasooda,substantiivi,10
ruokasula,substantiivi,9
ruokasuola,substantiivi,10
ruokatalous,substantiivi,11
ruokatarjoilu,substantiivi,13
ruokatarpeet,substantiivi,12
ruokatarvike,substantiivi,12
ruokatauko,substantiivi,10
ruokatavara,substantiivi,11
ruokatavarakauppa,substantiivi,17
ruokatermos,substantiivi,11
ruokatori,substantiivi,9
ruokatorvi,substantiivi,10
ruokatottumus,substantiivi,13
ruokatunti,substantiivi,10
ruokaturva,substantiivi,10
ruokaturvallisuus,substantiivi,17
ruokavalio,substantiivi,10
ruokavaliohoito,substantiivi,15
ruokavarat,substantiivi,10
ruokavieras,substantiivi,11
ruokaviini,substantiivi,10
ruokavälitunti,substantiivi,14
ruokaympyrä,substantiivi,11
ruokaöljy,substantiivi,9
ruokinta,substantiivi,8
ruokinta-aika,substantiivi,13
ruokinta-automaatti,substantiivi,19
ruokintahäkki,substantiivi,13
ruokintakatos,substantiivi,13
ruokintalauta,substantiivi,13
ruokintapöytä,substantiivi,13
ruokis,substantiivi,6
ruokki,substantiivi,6
ruokkia,verbi,7
ruokko,substantiivi,6
ruokkoamaton,adjektiivi,12
ruoko,substantiivi,5
ruokohelpi,substantiivi,10
ruokoinen,adjektiivi,9
ruokokasvi,substantiivi,10
ruokokerttunen,substantiivi,14
ruokomatto,substantiivi,10
ruokopilli,substantiivi,10
ruokosokeri,substantiivi,11
ruokota,verbi,7
ruokoton,"adjektiivi, substantiivi",8
ruokottomuus,substantiivi,12
ruopata,verbi,7
ruopia,verbi,6
ruoppaaja,substantiivi,9
ruoppaus,substantiivi,8
ruoppauskauha,substantiivi,13
ruoputtaa,verbi,9
ruori,substantiivi,5
ruorijuoppo,substantiivi,11
ruorijuoppous,substantiivi,13
ruorijuopumus,substantiivi,13
ruorimies,substantiivi,9
ruoriratas,substantiivi,10
ruoska,substantiivi,6
ruoskanisku,substantiivi,11
ruoskanjälki,substantiivi,12
ruoskansivallus,substantiivi,15
ruoskia,verbi,7
ruoste,substantiivi,6
ruosteenesto,substantiivi,12
ruosteenestoaine,substantiivi,16
ruosteenestomaali,substantiivi,17
ruosteenpoistoaine,substantiivi,18
ruosteenpunainen,adjektiivi,16
ruosteenruskea,adjektiivi,14
ruosteenvärinen,adjektiivi,15
ruosteinen,adjektiivi,10
ruosteisuus,substantiivi,11
ruostekerros,substantiivi,12
ruostekerrostuma,substantiivi,16
ruostepilkku,substantiivi,12
ruostesieni,substantiivi,11
ruostesuojaus,substantiivi,13
ruostetäplä,substantiivi,11
ruostevapaa,adjektiivi,11
ruostevyöhyke,substantiivi,13
ruostua,verbi,7
ruostumaton,adjektiivi,11
ruostuttaa,verbi,10
ruoti,substantiivi,5
ruotia,verbi,6
ruotiartisokka,substantiivi,14
ruotimangoldi,substantiivi,13
ruotiselleri,substantiivi,12
ruoto,substantiivi,5
ruotoinen,adjektiivi,9
ruotorivi,substantiivi,9
ruotsalainen,"adjektiivi, substantiivi",12
ruotsalaisasutus,substantiivi,16
ruotsalaisittain,adverbi,16
ruotsalaisperäinen,adjektiivi,18
ruotsalaisseutu,substantiivi,15
ruotsalaissyntyinen,adjektiivi,19
ruotsalaistaa,verbi,13
ruotsalaistua,verbi,13
ruotsalaisuus,substantiivi,13
ruotsalaisväestö,substantiivi,16
ruotsi,substantiivi,6
ruotsin kieli,,13
ruotsinkielinen,adjektiivi,15
ruotsinlaiva,substantiivi,12
ruotsinmaalainen,"adjektiivi, substantiivi",16
ruotsinmielinen,adjektiivi,15
ruotsinnos,substantiivi,10
ruotsinruotsalainen,"adjektiivi, substantiivi",19
ruotsinruotsi,substantiivi,13
ruotsinsuomalainen,"adjektiivi, substantiivi",18
ruotsinsuomi,substantiivi,12
ruotsintaa,verbi,10
ruotsintaja,substantiivi,11
ruotsinvoittoinen,adjektiivi,17
ruotsinvoittoisesti,adverbi,19
ruotsinvoittoisuus,substantiivi,18
ruotu,substantiivi,5
ruotujako,substantiivi,9
ruotujakolaitos,substantiivi,15
ruotukaveri,substantiivi,11
ruotutila,substantiivi,9
ruotuväki,substantiivi,9
ruovikko,substantiivi,8
ruovisto,substantiivi,8
ruovitella,verbi,10
ruovittaa,verbi,9
rupatella,verbi,9
rupattelu,substantiivi,9
rupeama,substantiivi,7
rupeutua,verbi,8
rupeutuma,substantiivi,9
rupi,substantiivi,4
rupia,substantiivi,5
rupikonna,substantiivi,9
rupinen,adjektiivi,7
rupisammakko,substantiivi,12
rupla,substantiivi,5
rupsahtaa,verbi,9
rupusakki,substantiivi,9
rusahdella,verbi,10
rusahdus,substantiivi,8
rusahtaa,verbi,8
rusakko,substantiivi,7
rusaus,substantiivi,6
rusauttaa,verbi,9
rusehtava,adjektiivi,9
rusennus,substantiivi,8
rusentaa,verbi,8
rusentua,verbi,8
rusetti,substantiivi,7
rusettiluistelu,substantiivi,15
rusettinauha,substantiivi,12
rusettisolmu,substantiivi,12
rusikoida,verbi,9
rusikointi,substantiivi,10
rusina,substantiivi,6
rusinakakku,substantiivi,11
rusinakeitto,substantiivi,12
rusinapulla,substantiivi,11
rusisti,substantiivi,7
rusistiikka,substantiivi,11
ruska,substantiivi,5
ruskaa,verbi,6
ruska-aika,substantiivi,10
ruskea,adjektiivi,6
ruskeaihoinen,adjektiivi,13
ruskeakarhu,substantiivi,11
ruskeakieli,substantiivi,11
ruskeakielinen,adjektiivi,14
ruskeankeltainen,adjektiivi,16
ruskeankirjava,adjektiivi,14
ruskeasilmäinen,adjektiivi,15
ruskeatukkainen,adjektiivi,15
ruskeaverikkö,substantiivi,13
ruskeavetinen,adjektiivi,13
ruskehtava,adjektiivi,10
ruskettaa,verbi,9
ruskettua,verbi,9
rusketus,substantiivi,8
ruskeuttaa,verbi,10
ruskeutua,verbi,9
ruskistaa,verbi,9
ruskistua,verbi,9
ruskistus,substantiivi,9
ruskistusvastus,substantiivi,15
rusko,substantiivi,5
ruskohiili,substantiivi,10
ruskolevä,substantiivi,9
ruskolilja,substantiivi,10
ruskomaa,substantiivi,8
ruskosammakko,substantiivi,13
ruskosammal,substantiivi,11
ruskottaa,verbi,9
ruskotus,substantiivi,8
ruskua,verbi,6
ruskuainen,substantiivi,10
ruskuaispussi,substantiivi,13
ruso,substantiivi,4
rusohiukkanen,substantiivi,13
rusohuuli,"substantiivi, adjektiivi",9
rusohuulinen,adjektiivi,12
rusojuuri,substantiivi,9
rusokas,substantiivi,7
rusokki,substantiivi,7
rusoposki,"substantiivi, adjektiivi",9
rusoposkinen,adjektiivi,12
rusottaa,verbi,8
rusotus,substantiivi,7
russakka,substantiivi,8
russisti,substantiivi,8
russistiikka,substantiivi,12
russofobi,substantiivi,9
russofobia,substantiivi,10
russofobinen,substantiivi,12
rustailla,verbi,9
rustailu,substantiivi,8
rustata,verbi,7
rustaus,substantiivi,7
rusthollari,substantiivi,11
rustholli,substantiivi,9
rustiikka,substantiivi,9
rustiikkatiili,substantiivi,14
rustiikki,adjektiivi,9
rustiikkinen,adjektiivi,12
rustinki,substantiivi,8
rusto,substantiivi,5
rustoinen,adjektiivi,9
rustokala,substantiivi,9
rustokoru,substantiivi,9
rustokudos,substantiivi,10
rustottua,verbi,9
rustottuma,substantiivi,10
rustoutua,verbi,9
rutata,verbi,6
ruteeni,substantiivi,7
ruteenin kieli,,14
rutenium,substantiivi,8
rutiini,substantiivi,7
rutiiniluonteinen,adjektiivi,17
rutiiniluonteisesti,adverbi,19
rutiiniluonteisuus,substantiivi,18
rutiiniluontoinen,adjektiivi,17
rutiiniluontoisesti,adverbi,19
rutiiniluontoisuus,substantiivi,18
rutiinimainen,adjektiivi,13
rutiinimaisesti,adverbi,15
rutiinimaisuus,substantiivi,14
rutiininomainen,adjektiivi,15
rutiininomaisesti,adverbi,17
rutiininomaisuus,substantiivi,16
rutiinitehtävä,substantiivi,14
rutiinityö,substantiivi,10
rutikuiva,adjektiivi,9
rutiköyhä,adjektiivi,9
rutilaiska,adjektiivi,10
rutina,substantiivi,6
rutinoitu,adjektiivi,9
rutinoitua,verbi,10
rutista,verbi,7
rutistaa,verbi,8
rutistua,verbi,8
rutistus,substantiivi,8
rutivanhoillinen,adjektiivi,16
rutjake,substantiivi,7
rutka,adjektiivi,5
rutkasti,adverbi,8
rutosti,adverbi,7
ruttaantua,verbi,10
ruttautua,verbi,9
rutto,substantiivi,5
ruttoinen,adjektiivi,9
ruttojuuri,substantiivi,10
ruttotauti,substantiivi,10
ruttotautinen,"adjektiivi, substantiivi",13
ruttu,substantiivi,5
ruttuinen,adjektiivi,9
ruttuun,adverbi,7
rutusakki,substantiivi,9
rutussa,adverbi,7
ruuanhaju,substantiivi,9
ruuanhaku,substantiivi,9
ruuanjäte,substantiivi,9
ruuankäry,substantiivi,9
ruuanlaittaja,substantiivi,13
ruuanlaitto,substantiivi,11
ruuanlaittotaito,substantiivi,16
ruuanlaittotaitoinen,adjektiivi,20
ruuansulatus,substantiivi,12
ruuansulatuselimistö,substantiivi,20
ruuansulatusentsyymi,substantiivi,20
ruuansulatushäiriö,substantiivi,18
ruuansulatuskanava,substantiivi,18
ruuansulatusneste,substantiivi,17
ruuansulatusrauhanen,substantiivi,20
ruuantuoksu,substantiivi,11
ruuantähde,substantiivi,10
ruuanvalmistus,substantiivi,14
ruuanvalmistuskerma,substantiivi,19
ruuanvalmistusohje,substantiivi,18
ruuanvalmistustaito,substantiivi,19
ruudikas,adjektiivi,8
ruudinhaju,substantiivi,10
ruudinkeksijä,substantiivi,13
ruudinkäry,substantiivi,10
ruudinsavu,substantiivi,10
ruuduittain,adverbi,11
ruudukas,adjektiivi,8
ruudukko,substantiivi,8
ruudullinen,adjektiivi,11
ruudunkaappaus,substantiivi,14
ruudunlukija,substantiivi,12
ruudunlukuohjelma,substantiivi,17
ruudunsäästäjä,substantiivi,14
ruuduttaa,verbi,9
ruudutus,substantiivi,8
ruuhi,substantiivi,5
ruuhka,substantiivi,6
ruuhka-aika,substantiivi,11
ruuhka-alue,substantiivi,11
ruuhkaantua,verbi,11
ruuhka-apulainen,substantiivi,16
